remote,4,54.90553641319275,0.010727167129516602,41.59711670875549,11.572518110275269,1.7359015941619873,21,84,84,4,336,0,0,0
remote,4,55.30718970298767,0.01191568374633789,42.952510595321655,10.836466550827026,1.5182125568389893,21,84,84,4,336,4,4,1
remote,4,61.918156147003174,0.013708114624023438,43.19183802604675,13.762810230255127,4.963507890701294,None,None,84,None,336,4,4,1
remote,4,54.01676034927368,0.011521577835083008,40.786247968673706,11.657750368118286,1.5727620124816895,None,None,84,None,336,4,4,1
remote,4,60.47032952308655,0.011076927185058594,41.87649607658386,13.506834030151367,5.086999416351318,None,None,84,None,336,8,8,2
remote,4,61.00714349746704,0.012300491333007812,43.449151039123535,13.685742139816284,3.8722503185272217,None,None,84,None,336,12,12,3
remote,4,63.077287912368774,0.009641647338867188,43.47446870803833,14.487733602523804,5.115085601806641,None,None,84,None,336,4,4,1
remote,4,60.84666991233826,0.006920814514160156,43.65783953666687,13.317023992538452,3.8718063831329346,None,None,84,None,336,0,4,1
remote,4,57.20574069023132,0.011051654815673828,44.78835368156433,10.675264835357666,1.7421221733093262,None,None,84,None,336,0,4,1
remote,4,62.60063171386719,0.012074470520019531,45.00128674507141,13.767841339111328,3.8315036296844482,None,None,84,None,336,4,4,1
remote,4,63.40171670913696,0.012055635452270508,44.43064594268799,15.051064252853394,3.920006513595581,None,None,84,None,336,4,4,1
remote,4,63.06884694099426,0.011801958084106445,43.53851509094238,14.217519283294678,5.312812566757202,None,None,84,None,336,8,8,2
remote,4,13.074430227279663,7.452114820480347,5.5655481815338135,4.501519680023193,3.0073623657226562,None,None,4,None,16,4,4,1
remote,4,4.5781309604644775,7.398089647293091,2.77734112739563,1.1210038661956787,0.679785966873169,None,None,4,None,16,4,4,1
remote,4,4.275336503982544,0.010684967041015625,2.5688962936401367,1.0963127613067627,0.6101274490356445,None,None,4,None,16,4,4,1
remote,4,13.136369943618774,7.297181844711304,5.485340118408203,4.591119289398193,3.059910535812378,None,None,4,None,16,4,4,1
remote,4,4.457637310028076,7.388857364654541,2.699946641921997,1.1142539978027344,0.6434366703033447,None,None,4,None,16,4,4,1
remote,4,12.843116998672485,7.342139720916748,5.589814901351929,4.357760429382324,2.8955416679382324,None,None,4,None,16,8,8,2
remote,4,12.307832479476929,7.4618980884552,4.836875915527344,3.46743106842041,4.003525495529175,None,None,4,None,16,4,4,1
remote,4,4.174093246459961,7.393858194351196,2.3660714626312256,1.1403255462646484,0.6676962375640869,None,None,4,None,16,4,4,1
remote,4,4.392549514770508,7.371075391769409,2.540645122528076,1.137753963470459,0.7141504287719727,None,None,4,None,16,4,4,1
remote,aa8b4ee2-03cf-4aeb-8462-4d6dce2be7a3,4,13.128934144973755,7.493187427520752,5.645865440368652,4.460317373275757,3.0227513313293457,1,4,4,16,4,4,1
remote,58c0e3e1-bd83-4d0a-827c-9c366d9c251c,4,4.272314786911011,7.359416246414185,2.5270047187805176,1.1238763332366943,0.6214337348937988,1,4,4,16,4,4,1
remote,569896d8-a8a7-4e04-9f88-2bb11327e159,4,4.2181737422943115,7.14246392250061,2.4666826725006104,1.141955852508545,0.6095352172851562,1,4,4,16,4,4,1
remote,130af14e-365f-47ca-89bc-5b2c304f57a3,4,4.483166933059692,7.497645139694214,2.5417516231536865,1.2211952209472656,0.7202200889587402,1,4,4,16,4,4,1
remote,622a631d-c35f-4e81-9ce0-f02c2befa2e4,4,4.317632436752319,7.304701566696167,2.543353319168091,1.1460905075073242,0.6281886100769043,1,4,4,16,4,4,1
remote,23c641db-528a-47c4-a175-a1fa2e240e73,4,4.275356292724609,7.30518913269043,2.5466504096984863,1.145874261856079,0.582831621170044,1,4,4,16,4,4,1
remote,384d155d-5644-4e64-bebd-ffda13cf0b35,4,4.535803318023682,7.299982070922852,2.7785253524780273,1.1326215267181396,0.6246564388275146,1,4,4,16,4,4,1
remote,b734c788-759a-41cb-8a95-34ec9a4df66a,4,4.471994161605835,15.690261363983154,2.5454349517822266,1.186824083328247,0.7397351264953613,1,4,4,16,8,4,1
remote,c6aa181b-f72a-4af0-97cf-702fb14a272c,4,7.2512195110321045,14.903085231781006,5.467739105224609,1.151749610900879,0.6317307949066162,1,4,4,16,8,4,1
remote,6e294369-de47-43d0-b68e-f3774aba47d1,4,7.383195877075195,13.80650281906128,3.4420719146728516,3.362032175064087,0.5790917873382568,1,4,4,16,8,8,1
remote,eac0f009-baf9-4b22-bff4-dea2dfa89276,4,8.147707462310791,12.923276662826538,3.176644802093506,4.282325506210327,0.688737154006958,1,4,4,16,8,8,1
remote,0f0f6278-d544-4399-b5b6-a443d29a05d5,4,4.9,13.0,2.8,1.2,0.9,1,4,4,16,8,8,1
remote,1733ab53-8301-49af-b753-dff650f1e78e,4,4.3999999999999995,12.5,2.6,1.2,0.6,1,4,4,16,8,8,1
remote,d75539c3-d198-4e16-b0cd-82cafbc687f9,4,4.36,7.49,2.65,1.11,0.6,1,4,4,16,8,8,1
